"state","date","Negative","Positive","Inconclusive","positiveIncrease","negativeIncrease"
"MT",2020-05-31,1201,12,0,10,0
"MT",2020-06-01,1053,7,0,4,0
"MT",2020-06-02,1884,9,0,4,0
"MT",2020-06-03,2407,15,0,2,0
"MT",2020-06-04,2966,4,0,14,0
"MT",2020-06-05,1539,10,0,2,0
"MT",2020-06-06,1047,4,0,-1,0
"MT",2020-06-07,1203,6,0,5,0
"MT",2020-06-08,1337,7,1,3,0
"MT",2020-06-09,1256,15,0,6,0
"MT",2020-06-10,1088,12,0,7,0
"MT",2020-06-11,1443,33,0,2,0
"MT",2020-06-12,1526,17,0,10,0
"MT",2020-06-13,1549,35,0,15,0
"MT",2020-06-14,2831,21,0,13,0
"MT",2020-06-15,1452,13,0,8,0
"MT",2020-06-16,1237,36,0,5,0
"MT",2020-06-17,1307,36,0,16,0
"MT",2020-06-18,1899,39,0,25,0
"MT",2020-06-19,2081,49,1,11,0
"MT",2020-06-20,1239,28,0,32,0
"MT",2020-06-21,1129,46,0,19,0
"MT",2020-06-22,1683,26,0,23,0
"MT",2020-06-23,1586,56,0,3,0
"MT",2020-06-24,2186,71,0,23,0
"MT",2020-06-25,2760,45,1,37,0
"MT",2020-06-26,3558,78,1,26,0
"MT",2020-06-27,2746,103,1,23,0
"MT",2020-06-28,1784,77,2,11,0
"MT",2020-06-29,1814,46,0,56,0
"MT",2020-06-30,1591,105,0,48,0
"MT",2020-07-01,2060,116,0,49,0
"MT",2020-07-02,1965,81,1,67,0
"MT",2020-07-03,2533,110,1,45,0
"MT",2020-07-04,2081,130,0,39,0
"MT",2020-07-05,2192,106,7,45,0
"MT",2020-07-06,1508,82,1,37,0
"MT",2020-07-07,2265,136,0,78,0
"MT",2020-07-08,1360,101,0,44,0
"MT",2020-07-09,2302,113,0,95,0
"MT",2020-07-10,1786,137,2,127,0
"MT",2020-07-11,2388,202,0,84,0
"MT",2020-07-12,2287,167,1,81,0
"MT",2020-07-13,2180,158,0,85,0
"MT",2020-07-14,1146,109,1,109,0
"MT",2020-07-15,1056,130,2,144,0
"MT",2020-07-16,3261,176,10,135,0
"MT",2020-07-17,3085,156,2,135,0
"MT",2020-07-18,2256,146,0,105,0
"MT",2020-07-19,2591,86,1,62,0
"MT",2020-07-20,849,62,0,88,0
"MT",2020-07-21,509,113,0,91,0
"MT",2020-07-22,3618,244,3,101,0
"MT",2020-07-23,2701,190,4,97,0
"MT",2020-07-24,4259,197,2,129,0
"MT",2020-07-25,3115,137,4,221,0
"MT",2020-07-26,2588,190,4,82,0
"MT",2020-07-27,2468,146,0,39,0
"MT",2020-07-28,4418,260,14,94,0
"MT",2020-07-29,3252,268,5,201,0
"MT",2020-07-30,2677,223,2,138,0
"MT",2020-07-31,3348,201,2,151,0
"MT",2020-08-01,2118,197,1,116,0
"MT",2020-08-02,1846,165,0,112,0
"MT",2020-08-03,785,63,2,40,0
"MT",2020-08-04,1866,201,1,81,0
"MT",2020-08-05,2094,215,2,115,0
"MT",2020-08-06,2362,238,2,173,0
"MT",2020-08-07,2230,139,4,155,0
"MT",2020-08-08,1959,157,5,132,0
"MT",2020-08-09,982,63,2,63,0
"MT",2020-08-10,980,61,1,65,0
"MT",2020-08-11,1628,167,2,87,0
"MT",2020-08-12,1951,166,1,164,0
"MT",2020-08-13,2069,201,0,139,0
"MT",2020-08-14,1985,119,0,134,0
"MT",2020-08-15,1490,119,3,118,0
"MT",2020-08-16,167,23,0,91,0
"MT",2020-08-17,748,46,0,42,0
"MT",2020-08-18,1606,181,0,54,0
"MT",2020-08-19,1688,162,5,110,0
"MT",2020-08-20,1975,168,5,116,0
"MT",2020-08-21,2132,209,0,144,0
"MT",2020-08-22,2062,142,6,160,0
"MT",2020-08-23,1049,173,0,53,0
"MT",2020-08-24,883,88,2,60,0
"MT",2020-08-25,1587,142,2,135,0
"MT",2020-08-26,2033,270,7,161,0
"MT",2020-08-27,2529,216,2,144,0
"MT",2020-08-28,2507,273,5,134,0
"MT",2020-08-29,1790,194,1,188,0
"MT",2020-08-30,1735,123,4,89,0
"MT",2020-08-31,1177,90,1,81,0
"MT",2020-09-01,1407,256,1,88,0
"MT",2020-09-02,2284,307,9,182,0
"MT",2020-09-03,2568,276,17,180,0
"MT",2020-09-04,2660,291,3,148,0
"MT",2020-09-05,2005,183,4,145,0
"MT",2020-09-06,1527,109,1,100,0
"MT",2020-09-07,1206,79,0,52,0
"MT",2020-09-08,1211,103,0,65,0
"MT",2020-09-09,1575,279,2,87,0
"MT",2020-09-10,2282,207,3,195,0
"MT",2020-09-11,3006,273,2,122,0
"MT",2020-09-12,3777,305,6,140,0
"MT",2020-09-13,2375,249,5,96,0
"MT",2020-09-14,2351,196,3,86,0
"MT",2020-09-15,2029,375,1,137,0
"MT",2020-09-16,1772,339,0,187,0
"MT",2020-09-17,2413,305,8,216,0
"MT",2020-09-18,3720,424,10,224,0
"MT",2020-09-19,3896,511,4,292,0
"MT",2020-09-20,2499,347,7,136,0
"MT",2020-09-21,2717,241,5,130,0
"MT",2020-09-22,2054,406,2,271,0
"MT",2020-09-23,2644,552,1,212,0
"MT",2020-09-24,3338,621,4,330,0
"MT",2020-09-25,3907,714,8,322,0
"MT",2020-09-26,3221,494,3,343,0
"MT",2020-09-27,1761,459,2,200,0
"MT",2020-09-28,2775,302,3,306,0
"MT",2020-09-29,3072,646,6,311,0
"MT",2020-09-30,3644,686,1,347,0
"MT",2020-10-01,5024,661,5,429,0
"MT",2020-10-02,5993,849,15,355,0
"MT",2020-10-03,4352,674,5,501,0
"MT",2020-10-04,1799,567,0,279,0
"MT",2020-10-05,2374,493,1,212,0
"MT",2020-10-06,2354,1249,3,500,0
"MT",2020-10-07,3650,1372,2,716,0
"MT",2020-10-08,4349,993,14,614,0
"MT",2020-10-09,6556,1280,10,722,0
"MT",2020-10-10,4389,2006,10,718,0
"MT",2020-10-11,1827,451,4,585,0
"MT",2020-10-12,3495,600,4,423,0
"MT",2020-10-13,3169,1406,4,486,0
"MT",2020-10-14,2843,1317,8,599,0
"MT",2020-10-15,3846,1556,12,723,0
"MT",2020-10-16,3897,814,7,662,0
"MT",2020-10-17,4907,791,10,638,0
"MT",2020-10-18,3915,667,13,588,0
"MT",2020-10-19,508,364,2,569,0
"MT",2020-10-20,2938,1148,3,703,0
"MT",2020-10-21,2271,1311,2,619,0
"MT",2020-10-22,4498,1105,11,928,0
"MT",2020-10-23,4862,1494,13,863,0
"MT",2020-10-24,4441,1499,11,639,0
"MT",2020-10-25,2648,1054,5,738,0
"MT",2020-10-26,2412,568,4,621,0
"MT",2020-10-27,2299,973,2,845,0
"MT",2020-10-28,2708,1372,3,620,0
"MT",2020-10-29,4037,1838,6,887,0
"MT",2020-10-30,3075,1359,6,1063,0
"MT",2020-10-31,4601,1628,20,885,0
"MT",2020-11-01,3007,1191,7,694,0
"MT",2020-11-02,2977,812,13,757,0
"MT",2020-11-03,3177,983,6,907,0
"MT",2020-11-04,2082,1379,2,796,0
"MT",2020-11-05,2975,1363,13,1013,0
"MT",2020-11-06,3474,1324,15,979,0
"MT",2020-11-07,3417,2188,23,1001,0
"MT",2020-11-08,3351,1124,24,731,0
"MT",2020-11-09,4498,920,32,374,0
"MT",2020-11-10,4385,2049,33,1098,0
"MT",2020-11-11,3464,1626,22,919,0
"MT",2020-11-12,1831,1957,2,961,0
"MT",2020-11-13,1183,1258,9,1213,0
"MT",2020-11-14,5055,1938,21,1642,0
"MT",2020-11-15,2711,977,10,1272,0
"MT",2020-11-16,2296,1247,23,869,0
"MT",2020-11-17,6097,1718,39,1371,0
"MT",2020-11-18,7148,2253,4,1184,0
"MT",2020-11-19,3940,2008,7,1236,0
"MT",2020-11-20,5766,1755,5,1475,0
"MT",2020-11-21,4755,1208,14,1249,0
"MT",2020-11-22,4101,938,14,1138,0
"MT",2020-11-23,4081,1160,13,701,0
"MT",2020-11-24,4355,933,18,1123,0
"MT",2020-11-25,3933,713,13,1061,0
"MT",2020-11-26,1333,244,3,1117,0
"MT",2020-11-27,859,363,1,114,0
"MT",2020-11-28,874,385,7,1049,0
"MT",2020-11-29,5761,1116,6,956,0
"MT",2020-11-30,4427,925,5,397,0
"MT",2020-12-01,4154,1967,4,1007,0
"MT",2020-12-02,4238,1277,17,1135,0
"MT",2020-12-03,5741,1358,8,782,0
"MT",2020-12-04,5592,1223,1,1314,0
"MT",2020-12-05,4739,832,3,633,0
"MT",2020-12-06,2443,433,3,806,0
"MT",2020-12-07,3539,732,4,716,0
"MT",2020-12-08,3501,875,2,755,0
"MT",2020-12-09,2356,626,0,787,0
"MT",2020-12-10,6146,900,7,759,0
"MT",2020-12-11,4639,604,11,978,0
"MT",2020-12-12,1314,281,1,774,0
"MT",2020-12-13,3288,254,5,659,0
"MT",2020-12-14,4025,401,0,0,0
"MT",2020-12-15,4831,732,3,737,0
"MT",2020-12-16,2801,486,2,604,0
"MT",2020-12-17,6167,543,12,839,0
"MT",2020-12-18,4817,546,20,509,0
"MT",2020-12-19,4265,424,7,627,0
"MT",2020-12-20,3299,276,0,551,0
"MT",2020-12-21,1536,254,2,154,0
"MT",2020-12-22,2459,516,1,623,0
"MT",2020-12-23,4611,557,8,575,0
"MT",2020-12-24,5213,450,6,407,0
"MT",2020-12-25,566,110,1,0,0
"MT",2020-12-26,3054,282,0,504,0
"MT",2020-12-27,1575,190,0,347,0
"MT",2020-12-28,1456,370,11,219,0
"MT",2020-12-29,3472,679,4,427,0
"MT",2020-12-30,5612,766,9,874,0
"MT",2020-12-31,5353,763,6,255,0
"MT",2021-01-01,958,198,3,0,0
"MT",2021-01-02,3736,544,4,389,0
"MT",2021-01-03,2385,347,1,437,0
"MT",2021-01-04,2352,522,3,283,0
"MT",2021-01-05,3842,788,7,714,0
"MT",2021-01-06,6697,868,12,682,0
"MT",2021-01-07,5864,812,5,690,0
"MT",2021-01-08,6385,847,8,818,0
"MT",2021-01-09,4260,493,4,534,0
"MT",2021-01-10,2404,289,0,222,0
"MT",2021-01-11,2842,522,4,329,0
"MT",2021-01-12,3858,524,5,424,0
"MT",2021-01-13,6200,756,10,576,0
"MT",2021-01-14,6201,552,57,457,0
"MT",2021-01-15,5079,504,19,525,0
"MT",2021-01-16,3553,322,1,421,0
"MT",2021-01-17,1989,190,0,337,0
"MT",2021-01-18,1802,363,10,183,0
"MT",2021-01-19,3954,615,9,288,0
"MT",2021-01-20,6000,441,14,391,0
"MT",2021-01-21,5441,402,2,394,0
"MT",2021-01-22,3126,246,2,400,0
"MT",2021-01-23,1762,209,7,361,0
"MT",2021-01-24,1831,143,1,242,0
"MT",2021-01-25,2575,357,25,164,0
"MT",2021-01-26,3799,363,18,344,0
"MT",2021-01-27,6150,430,17,371,0
"MT",2021-01-28,5025,361,32,403,0
"MT",2021-01-29,4918,355,2,312,0
"MT",2021-01-30,3167,257,6,516,0
"MT",2021-01-31,1722,149,1,187,0
"MT",2021-02-01,2065,258,9,121,0
"MT",2021-02-02,3610,369,4,314,0
"MT",2021-02-03,5959,402,20,426,0
"MT",2021-02-04,5019,329,10,301,0
"MT",2021-02-05,4156,270,14,347,0
"MT",2021-02-06,1728,144,5,259,0
"MT",2021-02-07,2063,177,0,73,0
"MT",2021-02-08,1823,220,3,124,0
"MT",2021-02-09,3680,273,16,374,0
"MT",2021-02-10,5042,262,4,307,0
"MT",2021-02-11,2324,109,0,247,0
"MT",2021-02-12,1739,123,19,221,0
"MT",2021-02-13,2306,120,8,234,0
"MT",2021-02-14,1980,122,9,104,0
"MT",2021-02-15,1292,102,1,138,0
"MT",2021-02-16,3225,240,8,127,0
"MT",2021-02-17,4666,288,19,234,0
"MT",2021-02-18,4327,232,11,200,0
"MT",2021-02-19,3594,232,11,277,0
"MT",2021-02-20,2626,191,14,264,0
"MT",2021-02-21,1142,119,0,138,0
"MT",2021-02-22,1480,162,0,31,0
"MT",2021-02-23,2231,136,23,230,0
"MT",2021-02-24,6038,279,21,202,0
"MT",2021-02-25,4799,220,28,203,0
"MT",2021-02-26,3762,193,19,168,0
"MT",2021-02-27,2522,135,8,224,0
"MT",2021-02-28,1100,87,0,117,0
"MT",2021-03-01,1786,120,9,49,0
"MT",2021-03-02,3461,185,15,155,0
"MT",2021-03-03,4819,188,21,193,0
"MT",2021-03-04,4631,173,7,180,0
"MT",2021-03-05,3385,99,14,125,0
"MT",2021-03-06,2458,102,5,186,0
"MT",2021-03-07,972,42,0,72,0
"MT",2021-03-08,2157,144,5,NA,NA
"MT",2021-03-09,3583,154,16,NA,NA
"MT",2021-03-10,4886,200,31,NA,NA
"MT",2021-03-11,4354,161,19,NA,NA
"MT",2021-03-12,2503,120,13,NA,NA
"MT",2021-03-13,2784,133,4,NA,NA
"MT",2021-03-14,757,42,4,NA,NA
"MT",2021-03-15,1688,103,6,NA,NA
"MT",2021-03-16,3230,130,14,NA,NA
"MT",2021-03-17,4626,228,22,NA,NA
"MT",2021-03-18,3842,129,13,NA,NA
"MT",2021-03-19,2728,185,23,NA,NA
"MT",2021-03-20,2163,96,7,NA,NA
"MT",2021-03-21,695,55,4,NA,NA
"MT",2021-03-22,2083,99,2,NA,NA
"MT",2021-03-23,3934,150,3,NA,NA
"MT",2021-03-24,3623,120,10,NA,NA
"MT",2021-03-25,3908,141,3,NA,NA
"MT",2021-03-26,3506,102,11,NA,NA
"MT",2021-03-27,1702,48,5,NA,NA
"MT",2021-03-28,484,43,0,NA,NA
"MT",2021-03-29,1843,108,5,NA,NA
"MT",2021-03-30,3763,164,13,NA,NA
"MT",2021-03-31,4023,149,21,NA,NA
"MT",2021-04-01,2945,104,6,NA,NA
"MT",2021-04-02,2617,121,8,NA,NA
"MT",2021-04-03,418,28,8,NA,NA
"MT",2021-04-04,535,29,2,NA,NA
"MT",2021-04-05,1977,137,3,NA,NA
"MT",2021-04-06,3463,150,9,NA,NA
"MT",2021-04-07,3223,158,12,NA,NA
"MT",2021-04-08,3508,129,8,NA,NA
"MT",2021-04-09,3246,140,15,NA,NA
"MT",2021-04-10,2006,103,9,NA,NA
"MT",2021-04-11,657,33,1,NA,NA
"MT",2021-04-12,2183,86,4,NA,NA
"MT",2021-04-13,3221,153,2,NA,NA
"MT",2021-04-14,3566,138,1,NA,NA
"MT",2021-04-15,2729,135,4,NA,NA
"MT",2021-04-16,2760,125,5,NA,NA
"MT",2021-04-17,1833,110,0,NA,NA
"MT",2021-04-18,405,42,0,NA,NA
"MT",2021-04-19,1417,102,3,NA,NA
"MT",2021-04-20,3424,168,4,NA,NA
"MT",2021-04-21,3194,138,4,NA,NA
"MT",2021-04-22,3050,128,6,NA,NA
"MT",2021-04-23,2622,130,3,NA,NA
"MT",2021-04-24,1566,86,1,NA,NA
"MT",2021-04-25,374,40,0,NA,NA
"MT",2021-04-26,1380,117,2,NA,NA
"MT",2021-04-27,2887,144,4,NA,NA
"MT",2021-04-28,2633,131,5,NA,NA
"MT",2021-04-29,2781,132,0,NA,NA
"MT",2021-04-30,2928,137,3,NA,NA
"MT",2021-05-01,1914,106,0,NA,NA
"MT",2021-05-02,466,39,0,NA,NA
"MT",2021-05-03,1305,101,4,NA,NA
"MT",2021-05-04,2933,163,2,NA,NA
"MT",2021-05-05,3106,124,2,NA,NA
"MT",2021-05-06,2484,121,1,NA,NA
"MT",2021-05-07,2067,100,0,NA,NA
"MT",2021-05-08,279,22,0,NA,NA
"MT",2021-05-09,417,19,0,NA,NA
"MT",2021-05-10,1276,122,1,NA,NA
"MT",2021-05-11,2450,126,0,NA,NA
"MT",2021-05-12,2549,117,5,NA,NA
"MT",2021-05-13,2391,132,4,NA,NA
"MT",2021-05-14,1763,113,6,NA,NA
"MT",2021-05-15,1282,73,0,NA,NA
"MT",2021-05-16,325,29,0,NA,NA
"MT",2021-05-17,1110,84,1,NA,NA
"MT",2021-05-18,2180,136,4,NA,NA
"MT",2021-05-19,2466,103,13,NA,NA
"MT",2021-05-20,2421,116,2,NA,NA
"MT",2021-05-21,1400,103,2,NA,NA
"MT",2021-05-22,1345,79,1,NA,NA
"MT",2021-05-23,318,21,1,NA,NA
"MT",2021-05-24,1433,124,3,NA,NA
"MT",2021-05-25,2200,121,1,NA,NA
"MT",2021-05-26,2194,123,1,NA,NA
"MT",2021-05-27,1650,87,1,NA,NA
"MT",2021-05-28,1591,82,0,NA,NA
"MT",2021-05-29,1333,88,1,NA,NA
"MT",2021-05-30,367,37,1,NA,NA
"MT",2021-05-31,318,25,0,NA,NA
"MT",2021-06-01,1133,73,2,NA,NA
"MT",2021-06-02,1498,86,2,NA,NA
"MT",2021-06-03,2994,138,3,NA,NA
"MT",2021-06-04,2089,106,8,NA,NA
"MT",2021-06-05,1273,71,6,NA,NA
"MT",2021-06-06,432,28,0,NA,NA
"MT",2021-06-07,963,62,0,NA,NA
"MT",2021-06-08,2086,80,2,NA,NA
"MT",2021-06-09,2083,84,2,NA,NA
"MT",2021-06-10,1782,50,1,NA,NA
"MT",2021-06-11,1825,76,4,NA,NA
"MT",2021-06-12,1353,47,2,NA,NA
"MT",2021-06-13,335,21,0,NA,NA
"MT",2021-06-14,883,48,1,NA,NA
"MT",2021-06-15,1651,71,0,NA,NA
"MT",2021-06-16,1702,73,2,NA,NA
"MT",2021-06-17,1624,49,3,NA,NA
"MT",2021-06-18,1132,45,0,NA,NA
"MT",2021-06-19,1075,51,0,NA,NA
"MT",2021-06-20,392,22,0,NA,NA
"MT",2021-06-21,874,42,4,NA,NA
"MT",2021-06-22,1243,50,0,NA,NA
"NC",2020-03-02,1,NA,NA,NA,NA
"NC",2020-03-03,1,NA,NA,NA,NA
"NC",2020-03-04,9,2,NA,0,0
"NC",2020-03-05,10,0,NA,0,0
"NC",2020-03-06,6,2,NA,1,0
"NC",2020-03-07,8,1,NA,0,0
"NC",2020-03-08,1,1,NA,0,0
"NC",2020-03-09,28,15,NA,0,0
"NC",2020-03-10,37,6,NA,5,0
"NC",2020-03-11,30,7,NA,0,0
"NC",2020-03-12,78,20,NA,5,0
"NC",2020-03-13,190,23,NA,3,0
"NC",2020-03-14,144,20,1,8,0
"NC",2020-03-15,347,11,0,9,0
"NC",2020-03-16,99,24,0,1,0
"NC",2020-03-17,592,49,0,7,0
"NC",2020-03-18,1070,71,0,23,0
"NC",2020-03-19,1157,97,0,34,0
"NC",2020-03-20,2165,132,0,40,0
"NC",2020-03-21,1381,104,0,47,0
"NC",2020-03-22,1461,93,0,71,0
"NC",2020-03-23,1665,182,0,42,0
"NC",2020-03-24,1626,178,0,101,0
"NC",2020-03-25,2126,180,0,106,0
"NC",2020-03-26,2844,288,0,132,0
"NC",2020-03-27,2453,227,0,127,0
"NC",2020-03-28,1865,259,1,172,0
"NC",2020-03-29,1631,153,0,105,0
"NC",2020-03-30,2208,229,0,267,0
"NC",2020-03-31,3239,335,2,191,0
"NC",2020-04-01,3181,347,6,86,0
"NC",2020-04-02,3372,374,1,273,0
"NC",2020-04-03,3063,366,0,236,0
"NC",2020-04-04,3549,374,0,309,0
"NC",2020-04-05,2603,344,0,183,0
"NC",2020-04-06,1895,274,0,285,0
"NC",2020-04-07,2164,375,4,351,0
"NC",2020-04-08,2690,344,2,205,0
"NC",2020-04-09,2968,423,0,225,0
"NC",2020-04-10,2688,339,2,257,0
"NC",2020-04-11,2940,460,4,404,0
"NC",2020-04-12,945,244,1,208,0
"NC",2020-04-13,1021,255,2,296,0
"NC",2020-04-14,2177,388,1,208,0
"NC",2020-04-15,2355,419,2,99,0
"NC",2020-04-16,2364,488,2,342,0
"NC",2020-04-17,2507,490,0,394,0
"NC",2020-04-18,2485,423,6,281,0
"NC",2020-04-19,1470,220,3,353,0
"NC",2020-04-20,1571,259,0,271,0
"NC",2020-04-21,3309,459,0,187,0
"NC",2020-04-22,3442,564,1,269,0
"NC",2020-04-23,3376,654,3,388,0
"NC",2020-04-24,3416,513,1,444,0
"NC",2020-04-25,3733,586,0,571,0
"NC",2020-04-26,2020,394,1,207,0
"NC",2020-04-27,2638,372,7,312,0
"NC",2020-04-28,3837,656,1,426,0
"NC",2020-04-29,4889,557,3,380,0
"NC",2020-04-30,4315,632,4,561,0
"NC",2020-05-01,4321,584,2,414,0
"NC",2020-05-02,4629,525,4,586,0
"NC",2020-05-03,1948,237,0,155,0
"NC",2020-05-04,2557,421,5,184,0
"NC",2020-05-05,5942,755,2,408,0
"NC",2020-05-06,6067,838,6,502,0
"NC",2020-05-07,4595,590,3,639,0
"NC",2020-05-08,4881,797,3,471,0
"NC",2020-05-09,4701,510,0,492,0
"NC",2020-05-10,3573,264,6,404,0
"NC",2020-05-11,3857,606,6,281,0
"NC",2020-05-12,6492,950,1,301,0
"NC",2020-05-13,6747,879,1,470,0
"NC",2020-05-14,6329,1096,1,691,0
"NC",2020-05-15,6448,792,5,622,0
"NC",2020-05-16,7468,691,3,853,0
"NC",2020-05-17,6395,437,1,530,0
"NC",2020-05-18,5139,622,2,511,0
"NC",2020-05-19,9371,984,5,677,0
"NC",2020-05-20,9181,1022,7,422,0
"NC",2020-05-21,8196,1142,4,738,0
"NC",2020-05-22,7686,1014,10,758,0
"NC",2020-05-23,7092,704,2,1107,0
"NC",2020-05-24,6775,679,2,497,0
"NC",2020-05-25,7249,678,7,742,0
"NC",2020-05-26,6247,794,15,176,0
"NC",2020-05-27,11140,1212,29,488,0
"NC",2020-05-28,10477,1357,14,784,0
"NC",2020-05-29,10212,1082,26,1076,0
"NC",2020-05-30,11648,1185,10,1185,0
"NC",2020-05-31,7025,764,4,916,0
"NC",2020-06-01,8227,861,15,674,0
"NC",2020-06-02,6027,922,4,626,0
"NC",2020-06-03,13925,1649,30,888,0
"NC",2020-06-04,11975,1624,25,1189,0
"NC",2020-06-05,9355,1428,18,1289,0
"NC",2020-06-06,11549,1339,27,1370,0
"NC",2020-06-07,9729,952,5,921,0
"NC",2020-06-08,8924,1039,6,938,0
"NC",2020-06-09,13928,1498,31,676,0
"NC",2020-06-10,17060,1969,22,1011,0
"NC",2020-06-11,15282,1880,26,1310,0
"NC",2020-06-12,13357,1654,11,1768,0
"NC",2020-06-13,14395,1363,33,1427,0
"NC",2020-06-14,3397,496,1,1443,0
"NC",2020-06-15,8127,1003,11,983,0
"NC",2020-06-16,12091,1420,27,751,0
"NC",2020-06-17,17798,1873,54,1002,0
"NC",2020-06-18,15556,1705,16,1333,0
"NC",2020-06-19,9325,1314,13,1652,0
"NC",2020-06-20,13067,1366,23,1549,0
"NC",2020-06-21,10106,1089,8,1412,0
"NC",2020-06-22,12125,1417,9,804,0
"NC",2020-06-23,14400,1613,24,848,0
"NC",2020-06-24,16585,1851,16,1721,0
"NC",2020-06-25,15628,1928,28,1009,0
"NC",2020-06-26,18069,2284,35,1635,0
"NC",2020-06-27,17326,1822,43,1719,0
"NC",2020-06-28,13775,1442,31,1605,0
"NC",2020-06-29,15922,1935,21,1342,0
"NC",2020-06-30,17722,1977,31,1186,0
"NC",2020-07-01,14695,2055,22,1843,0
"NC",2020-07-02,16819,2156,26,1629,0
"NC",2020-07-03,16369,1745,31,2099,0
"NC",2020-07-04,16712,1764,47,1413,0
"NC",2020-07-05,14580,1606,10,1329,0
"NC",2020-07-06,12401,1539,22,1546,0
"NC",2020-07-07,19230,2170,50,1346,0
"NC",2020-07-08,21113,2512,37,1435,0
"NC",2020-07-09,16219,2225,9,2039,0
"NC",2020-07-10,22207,2759,48,1982,0
"NC",2020-07-11,22169,2471,36,2462,0
"NC",2020-07-12,16535,1923,14,1908,0
"NC",2020-07-13,20432,2384,34,1827,0
"NC",2020-07-14,21474,2446,62,1956,0
"NC",2020-07-15,20205,2112,20,1782,0
"NC",2020-07-16,26986,2720,49,2160,0
"NC",2020-07-17,22794,2606,45,2051,0
"NC",2020-07-18,23552,2357,14,2481,0
"NC",2020-07-19,20828,1793,35,1820,0
"NC",2020-07-20,18763,2049,64,1268,0
"NC",2020-07-21,24220,2500,53,1815,0
"NC",2020-07-22,24166,2587,54,2140,0
"NC",2020-07-23,23002,2576,46,1892,0
"NC",2020-07-24,23738,2339,78,2102,0
"NC",2020-07-25,24727,2470,43,2097,0
"NC",2020-07-26,18066,1656,26,1621,0
"NC",2020-07-27,18879,1754,31,1625,0
"NC",2020-07-28,25628,2606,34,1749,0
"NC",2020-07-29,26263,2879,65,1763,0
"NC",2020-07-30,25466,2291,66,2344,0
"NC",2020-07-31,23653,2042,74,1954,0
"NC",2020-08-01,22599,1820,47,1730,0
"NC",2020-08-02,19134,1651,29,1341,0
"NC",2020-08-03,12786,1257,36,1313,0
"NC",2020-08-04,21227,2136,54,1629,0
"NC",2020-08-05,24067,2140,44,1127,0
"NC",2020-08-06,21860,1778,46,1979,0
"NC",2020-08-07,20446,1703,42,1545,0
"NC",2020-08-08,22781,1501,50,1954,0
"NC",2020-08-09,15153,1149,16,1452,0
"NC",2020-08-10,13052,1148,27,626,0
"NC",2020-08-11,23284,1803,51,1051,0
"NC",2020-08-12,25484,1919,41,1166,0
"NC",2020-08-13,24561,1868,93,1763,0
"NC",2020-08-14,22963,1657,59,1346,0
"NC",2020-08-15,26173,1869,48,1536,0
"NC",2020-08-16,13687,1019,19,1246,0
"NC",2020-08-17,10910,1119,10,564,0
"NC",2020-08-18,23032,1874,43,1263,0
"NC",2020-08-19,28444,2373,61,1153,0
"NC",2020-08-20,27375,2054,48,1972,0
"NC",2020-08-21,26028,1935,44,2008,0
"NC",2020-08-22,23874,1760,50,1729,0
"NC",2020-08-23,15057,1219,28,1472,0
"NC",2020-08-24,12044,1226,32,1283,0
"NC",2020-08-25,24775,2058,41,1345,0
"NC",2020-08-26,30340,2269,73,1244,0
"NC",2020-08-27,30200,2109,67,2091,0
"NC",2020-08-28,25953,1859,38,1415,0
"NC",2020-08-29,23134,1852,47,2585,0
"NC",2020-08-30,18099,1467,26,1051,0
"NC",2020-08-31,11688,1162,17,1186,0
"NC",2020-09-01,22921,1778,18,2111,0
"NC",2020-09-02,32528,2226,56,1129,0
"NC",2020-09-03,30644,1873,76,1656,0
"NC",2020-09-04,26341,1675,54,2045,0
"NC",2020-09-05,23176,1518,51,1561,0
"NC",2020-09-06,14561,1039,24,1086,0
"NC",2020-09-07,9451,772,25,1018,0
"NC",2020-09-08,13317,1070,15,716,0
"NC",2020-09-09,28138,1760,34,897,0
"NC",2020-09-10,34866,1959,43,1222,0
"NC",2020-09-11,29797,1509,58,1532,0
"NC",2020-09-12,24915,1231,73,1454,0
"NC",2020-09-13,17250,1029,25,1196,0
"NC",2020-09-14,14478,1027,12,845,0
"NC",2020-09-15,25800,1728,25,1106,0
"NC",2020-09-16,19747,1084,21,1137,0
"NC",2020-09-17,20753,1325,18,1552,0
"NC",2020-09-18,26317,1439,31,1443,0
"NC",2020-09-19,23665,1369,43,1229,0
"NC",2020-09-20,17008,1009,31,1333,0
"NC",2020-09-21,13088,989,15,800,0
"NC",2020-09-22,26783,1697,35,1168,0
"NC",2020-09-23,36702,1925,42,952,0
"NC",2020-09-24,33955,1840,35,1688,0
"NC",2020-09-25,29006,1690,42,6142,0
"NC",2020-09-26,24456,1406,33,1759,0
"NC",2020-09-27,13116,917,28,1290,0
"NC",2020-09-28,12677,1082,10,868,0
"NC",2020-09-29,27008,1974,30,889,0
"NC",2020-09-30,37688,2320,39,1495,0
"NC",2020-10-01,22863,1543,19,2277,0
"NC",2020-10-02,27620,2003,34,1775,0
"NC",2020-10-03,24232,1584,23,2202,0
"NC",2020-10-04,16597,1318,15,610,0
"NC",2020-10-05,16270,1338,17,2258,0
"NC",2020-10-06,32365,2125,26,1504,0
"NC",2020-10-07,38168,2526,35,1711,0
"NC",2020-10-08,38532,2183,23,2428,0
"NC",2020-10-09,33432,2151,38,2034,0
"NC",2020-10-10,30596,1929,23,2321,0
"NC",2020-10-11,20137,1545,13,1719,0
